Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Kids,Status,Family_size,Expenses,Total_Purchases,Engaged_in_days,TotalAcceptedCmp,AmountPerPurchase
1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,43,1,1,2,20,5,3321 days 14:46:24.812721,0,4.0
1982,Graduation,Relationship,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,41,0,2,2,1149,17,3725 days 14:46:24.812721,0,67.58823529411765
1961,Basic,Relationship,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,62,0,2,2,43,6,3322 days 14:46:24.812721,0,7.166666666666667
1975,Master,Relationship,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,48,1,2,3,224,10,3560 days 14:46:24.812721,1,22.4
1974,PhD,Single,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,49,1,1,2,101,9,3957 days 14:46:24.812721,1,11.222222222222221
1946,PhD,Relationship,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,77,0,2,2,209,10,3745 days 14:46:24.812721,0,20.9
1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,38,0,1,1,968,21,3940 days 14:46:24.812721,0,46.095238095238095
1952,PhD,Relationship,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,71,0,2,2,1165,17,3694 days 14:46:24.812721,0,68.52941176470588
1967,Graduation,Relationship,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,56,1,2,3,24,5,3411 days 14:46:24.812721,0,4.8
1955,Graduation,Relationship,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,68,2,2,4,252,16,3916 days 14:46:24.812721,1,15.75
1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,38,1,1,2,165,12,3977 days 14:46:24.812721,0,13.75
1977,PhD,Relationship,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,46,0,2,2,269,13,3932 days 14:46:24.812721,0,20.692307692307693
1973,PhD,Relationship,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,50,1,2,3,102,7,3635 days 14:46:24.812721,0,14.571428571428571
1984,Master,Relationship,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,39,0,2,2,461,19,3640 days 14:46:24.812721,0,24.263157894736842
1979,Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,44,1,1,2,47,7,3867 days 14:46:24.812721,0,6.714285714285714
1976,PhD,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,47,2,1,3,144,10,3440 days 14:46:24.812721,0,14.4
1968,Graduation,Relationship,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,55,0,2,2,1338,24,3931 days 14:46:24.812721,0,55.75
1959,Graduation,Relationship,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,64,1,2,3,917,25,3521 days 14:46:24.812721,0,36.68
1971,Graduation,Relationship,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,52,2,2,4,318,17,3852 days 14:46:24.812721,1,18.705882352941178
1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,56,2,1,3,253,14,3911 days 14:46:24.812721,0,18.071428571428573
1973,Graduation,Relationship,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,50,1,2,3,502,20,3954 days 14:46:24.812721,0,25.1
1983,Graduation,Relationship,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,40,1,2,3,119,7,3510 days 14:46:24.812721,0,17.0
1979,Master,Relationship,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,44,2,2,4,1250,29,3978 days 14:46:24.812721,0,43.10344827586207
1979,Graduation,Relationship,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,44,1,2,3,969,24,3547 days 14:46:24.812721,0,40.375
1950,Graduation,Relationship,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,73,2,2,4,76,9,3636 days 14:46:24.812721,0,8.444444444444445
1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,60,2,1,3,62,7,3386 days 14:46:24.812721,0,8.857142857142858
1962,Master,Relationship,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,61,0,2,2,1382,26,3626 days 14:46:24.812721,1,53.15384615384615
1976,Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,47,1,1,2,84,7,3450 days 14:46:24.812721,0,12.0
1952,Graduation,Relationship,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,71,2,2,4,255,14,3659 days 14:46:24.812721,1,18.214285714285715
1960,Master,Relationship,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,63,2,2,4,43,5,3688 days 14:46:24.812721,0,8.6
1955,Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,68,1,1,2,398,14,3577 days 14:46:24.812721,0,28.428571428571427
1977,Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,46,1,1,2,76,8,3382 days 14:46:24.812721,0,9.5
1964,Graduation,Relationship,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,59,2,2,4,902,15,3331 days 14:46:24.812721,1,60.13333333333333
1981,Master,Relationship,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,42,1,2,3,823,21,3366 days 14:46:24.812721,0,39.19047619047619
1976,Graduation,Relationship,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,47,1,2,3,1179,26,3310 days 14:46:24.812721,0,45.34615384615385
1974,Graduation,Relationship,75702.0,0,1,2012-10-14,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,49,1,2,3,1921,29,3931 days 14:46:24.812721,1,66.24137931034483
1951,Master,Relationship,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,72,2,2,4,185,10,3735 days 14:46:24.812721,0,18.5
1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,57,2,1,3,433,23,3774 days 14:46:24.812721,1,18.82608695652174
1951,Graduation,Relationship,44689.0,1,1,2014-01-10,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,72,2,2,4,34,6,3478 days 14:46:24.812721,1,5.666666666666667
1958,Graduation,Relationship,53977.0,0,1,2013-06-08,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,65,1,2,3,907,27,3694 days 14:46:24.812721,0,33.592592592592595
1966,PhD,Single,7144.0,0,2,2013-12-07,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,57,2,1,3,416,25,3512 days 14:46:24.812721,0,16.64
1964,Graduation,Single,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,59,2,1,3,44,10,3698 days 14:46:24.812721,0,4.4
1956,Graduation,Relationship,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,67,0,2,2,1588,17,3370 days 14:46:24.812721,1,93.41176470588235
1974,PhD,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,49,0,1,1,1797,17,3909 days 14:46:24.812721,1,105.70588235294117
1966,Graduation,Relationship,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,57,2,2,4,40,6,3941 days 14:46:24.812721,0,6.666666666666667
1963,PhD,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,60,1,1,2,1143,21,3898 days 14:46:24.812721,0,54.42857142857143
1969,Master,Relationship,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,54,0,2,2,914,14,3309 days 14:46:24.812721,1,65.28571428571429
1992,Graduation,Relationship,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,31,0,2,2,1502,12,3833 days 14:46:24.812721,1,125.16666666666667
1954,Graduation,Single,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,69,1,1,2,1338,20,3808 days 14:46:24.812721,0,66.9
1983,PhD,Relationship,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,40,1,2,3,27,5,3651 days 14:46:24.812721,0,5.4
1982,Master,Relationship,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,41,1,2,3,763,22,3582 days 14:46:24.812721,1,34.68181818181818
1951,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,72,0,1,1,1331,22,3653 days 14:46:24.812721,1,60.5
1956,Graduation,Relationship,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,67,2,2,4,525,19,3610 days 14:46:24.812721,0,27.63157894736842
1961,PhD,Relationship,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,62,2,2,4,9,4,3322 days 14:46:24.812721,0,2.25
1962,Graduation,Relationship,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,61,1,2,3,953,16,3391 days 14:46:24.812721,1,59.5625
1971,Master,Single,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,52,2,1,3,68,7,3569 days 14:46:24.812721,0,9.714285714285714
1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,52,2,1,3,131,10,3576 days 14:46:24.812721,0,13.1
1968,Graduation,Relationship,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,55,1,2,3,882,23,3632 days 14:46:24.812721,0,38.34782608695652
1978,Master,Relationship,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,45,0,2,2,1149,25,3971 days 14:46:24.812721,0,45.96
1969,Graduation,Relationship,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,54,1,2,3,37,5,3595 days 14:46:24.812721,0,7.4
1965,PhD,Single,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,58,1,1,2,388,15,3616 days 14:46:24.812721,0,25.866666666666667
1986,Graduation,Relationship,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,37,0,2,2,1428,16,3807 days 14:46:24.812721,1,89.25
1958,Master,Relationship,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,65,0,2,2,1633,24,3710 days 14:46:24.812721,0,68.04166666666667
1975,Master,Relationship,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,48,1,2,3,173,10,3711 days 14:46:24.812721,1,17.3
1987,Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,36,1,1,2,99,9,3572 days 14:46:24.812721,0,11.0
1959,Graduation,Relationship,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,64,1,2,3,215,12,3779 days 14:46:24.812721,0,17.916666666666668
1962,PhD,Relationship,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,61,1,2,3,929,31,3805 days 14:46:24.812721,0,29.967741935483872
1974,Graduation,Relationship,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,49,1,2,3,219,12,3409 days 14:46:24.812721,0,18.25
1977,Graduation,Relationship,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,46,2,2,4,174,12,3599 days 14:46:24.812721,1,14.5
1978,Graduation,Relationship,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,45,2,2,4,92,9,3874 days 14:46:24.812721,0,10.222222222222221
1970,PhD,Relationship,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,53,0,2,2,1052,25,3601 days 14:46:24.812721,0,42.08
1957,Graduation,Relationship,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,66,1,2,3,275,14,3772 days 14:46:24.812721,1,19.642857142857142
1955,Master,Relationship,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,68,1,2,3,587,16,4003 days 14:46:24.812721,0,36.6875
1954,PhD,Single,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,69,1,1,2,1662,33,3953 days 14:46:24.812721,1,50.36363636363637
1982,PhD,Relationship,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,41,1,2,3,159,11,3811 days 14:46:24.812721,0,14.454545454545455
1953,Master,Single,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,70,0,1,1,1024,18,3699 days 14:46:24.812721,4,56.888888888888886
1968,Master,Single,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,55,1,1,2,35,7,3375 days 14:46:24.812721,0,5.0
1957,Master,Relationship,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,66,0,2,2,1042,15,3610 days 14:46:24.812721,0,69.46666666666667
1965,Master,Relationship,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,58,2,2,4,395,19,3512 days 14:46:24.812721,0,20.789473684210527
1975,PhD,Relationship,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,48,0,2,2,557,23,3963 days 14:46:24.812721,4,24.217391304347824
1963,PhD,Relationship,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,60,2,2,4,9,15,3314 days 14:46:24.812721,0,0.6
1990,Graduation,Relationship,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,33,0,2,2,69,6,3664 days 14:46:24.812721,0,11.5
1966,PhD,Relationship,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,57,1,2,3,486,18,3477 days 14:46:24.812721,0,27.0
1988,Graduation,Single,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,35,1,1,2,34,6,3455 days 14:46:24.812721,0,5.666666666666667
1995,Master,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,28,0,1,1,1365,28,3957 days 14:46:24.812721,3,48.75
1975,Graduation,Relationship,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,48,1,2,3,13,4,3714 days 14:46:24.812721,0,3.25
1978,PhD,Relationship,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,45,0,2,2,1401,21,3916 days 14:46:24.812721,0,66.71428571428571
1961,Graduation,Relationship,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,62,0,2,2,1574,14,3842 days 14:46:24.812721,1,112.42857142857143
1984,PhD,Single,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,39,0,1,1,1323,20,3600 days 14:46:24.812721,1,66.15
1971,Master,Single,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,52,1,1,2,1217,32,3629 days 14:46:24.812721,2,38.03125
1951,Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,72,3,1,4,103,7,3897 days 14:46:24.812721,0,14.714285714285714
1976,Master,Relationship,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,47,0,2,2,84,7,3668 days 14:46:24.812721,0,12.0
1972,PhD,Relationship,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,51,0,2,2,1536,23,3827 days 14:46:24.812721,0,66.78260869565217
1985,Graduation,Relationship,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,38,1,2,3,581,18,3957 days 14:46:24.812721,0,32.27777777777778
1966,PhD,Relationship,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,57,1,2,3,928,14,3907 days 14:46:24.812721,0,66.28571428571429
1975,Master,Single,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,48,0,1,1,14,4,3504 days 14:46:24.812721,0,3.5
1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44,1,1,2,424,15,3634 days 14:46:24.812721,0,28.266666666666666
1971,Graduation,Relationship,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,52,1,2,3,960,14,3566 days 14:46:24.812721,0,68.57142857142857
1982,Graduation,Relationship,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,41,0,2,2,1555,20,3905 days 14:46:24.812721,2,77.75
1973,Graduation,Single,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,50,2,1,3,656,29,3938 days 14:46:24.812721,2,22.620689655172413
1968,Master,Relationship,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,2,2,4,55,9,3604 days 14:46:24.812721,0,6.111111111111111
1984,Graduation,Single,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,39,1,1,2,20,5,3357 days 14:46:24.812721,0,4.0
1971,Master,Relationship,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,52,1,2,3,367,17,3944 days 14:46:24.812721,0,21.58823529411765
1977,Master,Relationship,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,46,0,2,2,2257,22,3419 days 14:46:24.812721,4,102.5909090909091
1967,PhD,Single,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,56,1,1,2,42,7,3428 days 14:46:24.812721,0,6.0
1964,Graduation,Single,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,59,1,1,2,1049,26,3690 days 14:46:24.812721,0,40.34615384615385
1972,Graduation,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,51,2,1,3,48,7,3382 days 14:46:24.812721,0,6.857142857142857
1948,PhD,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,75,1,1,2,685,25,3851 days 14:46:24.812721,0,27.4
1952,Graduation,Single,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,1,1,2,39,5,3379 days 14:46:24.812721,0,7.8
1987,Master,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,36,0,1,1,43,5,3450 days 14:46:24.812721,0,8.6
1959,Master,Single,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,64,0,1,1,835,21,3990 days 14:46:24.812721,1,39.76190476190476
1958,Graduation,Relationship,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,65,0,2,2,1515,20,3467 days 14:46:24.812721,1,75.75
1951,PhD,Relationship,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,72,1,2,3,1039,26,3803 days 14:46:24.812721,0,39.96153846153846
1975,Graduation,Single,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,48,1,1,2,1596,26,3657 days 14:46:24.812721,0,61.38461538461539
1984,PhD,Relationship,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,39,0,2,2,1828,18,3930 days 14:46:24.812721,1,101.55555555555556
1969,PhD,Relationship,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,54,1,2,3,34,6,3368 days 14:46:24.812721,2,5.666666666666667
1968,PhD,Single,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,55,1,1,2,149,10,3380 days 14:46:24.812721,0,14.9
1969,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,54,1,1,2,946,23,3714 days 14:46:24.812721,1,41.130434782608695
1985,PhD,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,38,0,1,1,28,6,3349 days 14:46:24.812721,0,4.666666666666667
1984,Graduation,Single,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,39,1,1,2,450,17,3911 days 14:46:24.812721,0,26.470588235294116
1957,PhD,Relationship,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,66,2,2,4,46,5,3469 days 14:46:24.812721,0,9.2
1971,PhD,Single,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,52,0,1,1,1702,16,3542 days 14:46:24.812721,2,106.375
1975,Graduation,Relationship,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,48,2,2,4,820,25,3601 days 14:46:24.812721,0,32.8
1982,Graduation,Relationship,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,41,1,2,3,382,15,3796 days 14:46:24.812721,1,25.466666666666665
1988,PhD,Relationship,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,35,0,2,2,2126,20,3975 days 14:46:24.812721,0,106.3
1989,Master,Relationship,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,34,0,2,2,2069,20,3366 days 14:46:24.812721,3,103.45
1985,Graduation,Relationship,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,1,2,3,72,7,3826 days 14:46:24.812721,0,10.285714285714286
1968,Graduation,Single,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,55,1,1,2,732,28,3334 days 14:46:24.812721,2,26.142857142857142
1974,Graduation,Single,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,49,0,1,1,801,11,3342 days 14:46:24.812721,0,72.81818181818181
1949,Graduation,Single,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,74,1,1,2,236,12,3560 days 14:46:24.812721,0,19.666666666666668
1978,Basic,Relationship,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,45,1,2,3,80,5,3966 days 14:46:24.812721,1,16.0
1954,PhD,Single,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,69,0,1,1,1685,15,3398 days 14:46:24.812721,1,112.33333333333333
1945,PhD,Single,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,78,0,1,1,277,27,3340 days 14:46:24.812721,0,10.25925925925926
1950,PhD,Relationship,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,73,1,2,3,507,18,3689 days 14:46:24.812721,0,28.166666666666668
1964,PhD,Relationship,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,59,2,2,4,68,7,3799 days 14:46:24.812721,0,9.714285714285714
1983,Graduation,Single,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,40,0,1,1,49,5,3385 days 14:46:24.812721,0,9.8
1987,Master,Relationship,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,36,0,2,2,397,15,3411 days 14:46:24.812721,0,26.466666666666665
